Aadhar_No,Name,E-mail,Phone_No,Age,Gender,City,Monthly_Income,Education,Recharge_Frequency,Streaming_Services_Count,Streaming_Payment_Delay_Days,VPN_Hours_Week,Betting_App_Present,UPI_Failures_per_month,SIM_Card_Changes,Trading_Accounts,Family_Defaulters,Partner,Dependents,Medical_Bills,Utility_Bill_Monthly,Utility_Bill_Defaults_per_year,Ecommerce_Returns_per_month,Registered_Vehicles,Vehicle_Challans_per_year,Certificates_Count,Licenses_Count,Insurances_Count,FDs_Dissolved,International_Transactions_per_year,Public_Memberships,Smart_Cards,Family_Accounts_Opened,Ride_Review_Score,Pet_Bills_per_year,Truecaller_Flag,Reviews_Received_Category,Social_Sentiment
377450090254,Neha Dugar,ekanibera@example.com,9221426484,43,Male,TIER-I,18305.0,Secondary,4,,3,0.0,0,1.0,0,0,0,Currently Married,2,321,990.0,0,1,1,0,3,0,1,0,1,0,1,3,4.2,0,Golden,5 Star,Positive
663819305147,Aachal Sarkar,yashmadan@example.net,7314108878,48,Female,TIER-II,23115.0,Secondary,3,1.0,3,2.9,0,2.0,3,0,1,Never Married,2,760,653.0,0,0,1,1,0,0,1,0,0,2,1,6,4.2,0,Golden,5 Star,Positive
359416151955,Rajeshri Dixit,pandeyfitan@example.net,8845243452,31,Male,TIER-II,19613.0,Primary or less,7,0.0,2,6.8,0,2.0,1,0,0,Currently Married,0,131,697.0,0,2,1,0,1,1,1,0,0,1,0,1,4.5,0,Golden,5 Star,Positive
691753461078,Ira Bhatt,ymurty@example.org,1708387970,28,Male,TIER-II,24877.0,Primary or less,1,0.0,1,1.3,1,0.0,1,0,1,Never Married,0,706,682.0,0,2,0,0,0,0,1,0,1,0,1,1,4.4,0,Golden,4 Star,Positive
550719085089,Lakshit Soman,brahmbhattadvik@example.net,3217575146,59,Female,TIER-II,19322.0,Primary or less,3,1.0,7,4.1,0,1.0,0,0,1,Currently Married,1,760,1430.0,0,2,0,0,1,0,0,0,0,1,0,2,3.9,0,Golden,4 Star,Positive
631982725229,Azad Bhandari,varenya40@example.net,0768231457,44,Female,VILLAGE,12031.0,Primary or less,8,0.0,2,2.3,0,2.0,0,0,0,Currently Married,2,822,112.0,0,0,0,0,2,0,0,0,0,0,0,2,3.1,0,Golden,4 Star,Negative
854042855968,Neha Sachdeva,kamya05@example.net,2251446484,48,Female,TIER-II,19969.0,Secondary,3,1.0,4,0.2,0,0.0,0,0,1,Currently Married,1,603,305.0,0,0,0,0,0,1,1,1,0,1,0,2,5.0,0,Golden,5 Star,Positive
518374021862,Harish Mukhopadhyay,naikurvashi@example.net,9717932858,19,Female,TIER-II,17738.0,Primary or less,6,0.0,6,5.4,1,0.0,2,0,0,Never Married,0,273,1425.0,0,1,1,0,3,1,2,0,0,0,1,1,3.3,0,Golden,4 Star,Positive
359128075529,Aryan Bir,agatebaghyawati@example.net,1570163943,33,Female,VILLAGE,9256.0,Secondary,14,0.0,6,9.0,0,7.0,0,0,0,Never Married,1,1617,151.0,0,0,0,0,0,1,1,0,0,1,0,2,3.2,0,Golden,4 Star,Positive
877925764947,Chandresh Sekhon,deshmukharin@example.net,1227473198,44,Female,VILLAGE,5011.0,Tertiary or more,26,0.0,11,1.6,0,7.0,0,0,0,Currently Married,0,436,940.0,0,0,0,0,2,0,0,0,0,0,0,0,3.0,4892,Golden,5 Star,Positive
375335541068,Unni Dash,nmaster@example.org,2152738185,23,Female,TIER-I,31105.0,Secondary,4,1.0,0,1.2,0,0.0,0,0,1,Never Married,0,183,622.0,0,3,1,1,2,1,2,0,1,1,0,0,5.0,2060,Golden,5 Star,Positive
102956473476,Baljiwan Bahri,geetika81@example.com,4571752614,39,Male,VILLAGE,8548.0,Primary or less,8,1.0,3,0.0,0,3.0,1,0,0,Never Married,3,781,684.0,0,1,0,0,1,0,0,0,0,0,0,1,5.0,0,Red,5 Star,Positive
440418224910,Warinder Bir,ishitabanerjee@example.com,9827307220,35,Female,TIER-III,10677.0,Primary or less,6,0.0,4,0.0,0,2.0,0,0,0,Never Married,0,96,22.0,0,0,1,0,4,0,1,0,0,1,0,2,3.7,0,Golden,2 Star,Negative
555902445200,Aarush Murty,qsom@example.org,4202634960,19,Female,TIER-I,26955.0,Primary or less,2,4.0,2,6.1,0,0.0,0,0,1,Never Married,0,375,1537.0,0,3,0,0,0,0,0,0,1,0,0,0,3.5,0,Golden,1 Star,Positive
581460186977,Dominic Nadig,xbalakrishnan@example.org,1941210315,29,Male,TIER-II,46998.0,Primary or less,1,7.0,0,3.8,0,0.0,1,0,2,Currently Married,1,373,1186.0,0,1,1,0,2,2,3,0,0,1,0,0,4.5,0,Golden,5 Star,Positive
703785666445,Brijesh Kumer,walimanthan@example.com,1615390830,31,Female,TIER-I,13341.0,Primary or less,3,0.0,3,9.5,0,0.0,0,0,1,Never Married,1,199,1054.0,1,1,1,0,1,0,0,0,0,0,1,2,4.1,23257,Golden,4 Star,Negative
695402141467,Chameli Taneja,atharvupadhyay@example.com,7964439120,25,Male,TIER-II,15512.0,Primary or less,5,1.0,3,0.8,1,3.0,2,0,0,Never Married,0,106,63.0,0,1,1,0,1,0,0,1,0,0,0,1,3.6,0,Golden,5 Star,Negative
277662301151,Waida Kapur,robertlall@example.org,1703548071,41,Male,TIER-II,25944.0,Secondary,5,2.0,3,1.8,0,1.0,0,0,0,Never Married,0,211,,0,1,0,0,0,0,0,0,0,0,0,0,3.6,0,Golden,4 Star,Positive
523206377788,Rushil Sheth,trivenisem@example.org,1964076015,29,Male,TIER-II,10297.0,Primary or less,10,1.0,3,4.6,1,1.0,1,0,1,Never Married,2,369,440.0,0,2,0,0,1,0,1,0,1,2,0,1,4.9,0,Golden,5 Star,Positive
627372160319,Jai Sachdeva,cbobal@example.com,8528691413,31,Female,TIER-III,13340.0,Primary or less,7,1.0,5,3.2,1,2.0,4,0,0,Currently Married,0,109,1023.0,1,0,0,0,0,1,1,0,1,0,0,0,4.1,0,Golden,5 Star,Negative
232362749520,Brinda Chaudry,rohan80@example.org,3917983032,52,Male,VILLAGE,10232.0,Primary or less,10,0.0,5,7.2,0,6.0,1,0,1,Currently Married,2,2057,491.0,1,1,0,0,1,1,0,1,0,1,0,0,4.2,0,Golden,4 Star,Positive
142194909703,Lavanya Chaudhary,vorachanchal@example.org,9387881295,36,Female,VILLAGE,4237.0,Primary or less,18,1.0,17,0.0,0,11.0,0,0,2,Never Married,0,149,1210.0,0,0,0,0,0,0,0,0,0,1,0,2,3.4,0,Golden,5 Star,Negative
738081135308,Tarak Sundaram,ucchalchowdhury@example.org,5972931236,34,Female,VILLAGE,6227.0,Primary or less,18,0.0,7,11.6,0,7.0,0,0,1,Never Married,3,375,657.0,0,0,1,1,1,0,0,0,1,0,0,3,4.3,0,Golden,4 Star,Negative
349879723953,Chandran Sundaram,pgera@example.com,5698864714,44,Female,VILLAGE,17415.0,Secondary,2,1.0,5,6.4,1,2.0,0,0,4,Currently Married,1,253,235.0,0,0,0,0,3,0,0,0,0,1,0,1,3.5,0,Golden,4 Star,Negative
942242071237,Amaira Kothari,benjamin68@example.net,4692376017,53,Female,VILLAGE,4834.0,Primary or less,27,0.0,13,5.3,0,9.0,0,0,1,Currently Married,2,1188,335.0,0,0,0,0,1,0,0,0,0,1,0,1,4.4,2805,Blue,2 Star,Positive
224788178398,Owen Naidu,voramichael@example.com,3378048907,20,Male,VILLAGE,5817.0,Primary or less,20,0.0,8,10.0,0,5.0,0,0,0,Never Married,0,425,879.0,0,2,1,0,1,0,1,0,0,0,0,1,4.5,0,Golden,4 Star,Positive
721337997258,Qadim Kade,abhiramkaran@example.com,2286835120,36,Male,TIER-I,28082.0,Secondary,6,1.0,2,1.0,1,0.0,1,0,1,Never Married,1,118,1657.0,0,1,1,0,1,0,3,0,0,0,1,1,4.1,0,Blue,5 Star,Positive
185072720431,Ishaan Sehgal,benjaminsangha@example.net,3443121690,40,Female,TIER-II,18632.0,Tertiary or more,9,0.0,2,0.2,0,0.0,2,0,3,Never Married,0,1263,1992.0,0,0,0,0,2,3,1,0,0,0,1,1,5.0,0,Golden,4 Star,Positive
961178240129,Ekalinga Lalla,bahlgagan@example.org,9690682870,32,Female,TIER-III,9834.0,Primary or less,12,1.0,5,12.5,0,1.0,2,0,0,Never Married,2,928,1541.0,0,0,0,0,1,0,0,1,0,1,0,0,4.3,0,Blue,4 Star,Positive
254853818240,Raagini Dewan,sudiksha23@example.net,5996214926,46,Female,TIER-II,20153.0,Secondary,6,2.0,2,4.7,0,1.0,0,0,1,Never Married,2,1084,706.0,0,1,1,0,4,0,1,2,0,1,0,1,4.7,0,Golden,4 Star,Positive
664940544355,Tanish Sibal,minhasomya@example.com,1948675683,59,Male,TIER-I,35245.0,Secondary,4,0.0,2,1.1,0,,1,0,0,Never Married,3,1351,1477.0,0,3,2,0,2,1,0,0,2,1,1,2,4.8,0,Golden,4 Star,Negative
331652279161,Yutika Sharma,anirudhandra@example.com,1933382466,55,Male,TIER-II,27701.0,Primary or less,7,0.0,1,2.6,0,1.0,0,0,0,Currently Married,1,1490,353.0,0,2,0,0,0,1,1,0,0,1,1,1,3.9,12999,Golden,5 Star,Negative
205645944194,Hitesh Chakraborty,oliverchadha@example.com,3282015506,30,Female,VILLAGE,10654.0,Secondary,12,0.0,3,4.9,0,5.0,1,0,1,Never Married,1,181,823.0,0,0,1,0,1,1,2,0,0,1,0,1,4.1,0,Red,5 Star,Negative
137836202965,Christopher Dutt,turvikata@example.net,1860321446,29,Female,TIER-II,20208.0,Secondary,3,1.0,1,0.1,1,1.0,2,0,1,Currently Married,0,362,1573.0,0,1,1,0,2,0,1,0,1,1,0,0,4.4,7283,Golden,5 Star,Positive
967291890465,Aashi Chandran,rehaan15@example.org,9065227204,57,Male,TIER-II,23250.0,Primary or less,8,1.0,4,0.0,0,0.0,0,0,2,Currently Married,2,1703,393.0,0,0,0,1,0,0,0,0,0,1,0,1,4.2,0,Golden,5 Star,Positive
283696733769,Wahab Pingle,pushti06@example.net,1214556644,36,Female,TIER-I,16051.0,Primary or less,6,2.0,3,1.8,1,1.0,1,0,1,Never Married,1,509,1142.0,0,2,3,0,0,1,0,0,1,0,0,1,3.1,0,Red,4 Star,Positive
502643307797,Manan Choudhury,ubiswas@example.com,0080508045,28,Male,VILLAGE,7821.0,Tertiary or more,12,0.0,7,1.8,0,5.0,0,2,0,Never Married,2,1137,849.0,0,1,0,0,2,0,1,0,0,1,0,3,4.9,0,Blue,5 Star,Positive
397358206705,Sai Bains,jchoudhary@example.com,2852315899,43,Male,TIER-II,29745.0,Tertiary or more,1,0.0,1,10.8,1,0.0,1,0,0,Never Married,3,511,1249.0,0,2,0,0,4,0,2,0,0,1,0,4,4.3,0,Golden,4 Star,Positive
654308157789,Yashoda Balasubramanian,andrayatan@example.com,4284973866,31,Male,TIER-I,15094.0,Secondary,3,0.0,3,0.0,0,0.0,2,0,0,Never Married,0,217,2761.0,0,4,1,1,2,1,3,0,0,0,2,1,5.0,0,Blue,4 Star,Negative
931151760927,Mohini Lad,ggarde@example.org,1079450985,30,Female,VILLAGE,4487.0,Primary or less,20,0.0,10,4.1,0,12.0,1,0,0,Never Married,0,90,319.0,0,1,0,0,2,0,0,3,0,0,0,1,3.3,0,Golden,4 Star,Negative
551506006927,Lakshit Dyal,edwindalbir@example.com,5795619572,51,Female,VILLAGE,16346.0,Secondary,7,0.0,2,0.0,1,6.0,0,0,0,Currently Married,1,746,1276.0,0,1,0,0,2,0,1,0,0,0,0,0,4.2,0,Golden,4 Star,Positive
976010960896,Siya Parekh,urmibora@example.net,0266765438,27,Female,VILLAGE,4065.0,Secondary,15,0.0,10,0.1,1,8.0,3,0,0,Never Married,0,95,1003.0,0,0,0,1,1,0,4,0,1,1,1,1,4.0,0,Golden,5 Star,Positive
855282644273,Ria Tripathi,atikonda@example.com,5334326588,22,Female,VILLAGE,6782.0,Primary or less,21,0.0,8,10.9,0,6.0,0,0,1,Never Married,0,137,562.0,0,0,0,0,1,0,0,0,0,0,1,0,4.5,0,Blue,5 Star,Positive
702960256526,Raksha Apte,shankarradha@example.org,5088500299,30,Female,TIER-II,13714.0,Primary or less,4,2.0,2,1.7,0,1.0,0,0,0,Never Married,0,374,597.0,0,1,1,0,0,3,2,0,0,0,0,3,4.9,0,Golden,5 Star,Negative
324726408107,David Bal,yatankarnik@example.com,6582807273,40,Male,VILLAGE,14657.0,Tertiary or more,7,0.0,2,2.2,0,2.0,0,0,1,Currently Married,3,988,633.0,0,0,0,0,3,1,1,0,1,1,0,2,4.7,0,Golden,1 Star,Negative
134081246537,Chakradhar Sahota,atidubey@example.net,4280588691,25,Male,TIER-I,30760.0,Primary or less,4,1.0,1,0.0,0,0.0,0,0,1,Never Married,0,103,2374.0,0,0,0,0,2,0,4,0,0,0,1,3,3.9,0,Golden,4 Star,Positive
294833986884,Ekaja Solanki,voraayushman@example.com,9137128379,36,Male,VILLAGE,10979.0,Primary or less,11,0.0,2,1.3,1,6.0,0,0,0,Never Married,1,316,416.0,0,1,0,0,0,1,0,0,1,0,0,1,4.2,0,Golden,4 Star,Negative
587007578258,Pranit Gulati,ladaachal@example.net,7363793589,41,Female,TIER-I,31954.0,Primary or less,0,0.0,2,0.0,0,0.0,1,0,1,Never Married,3,194,1254.0,0,0,1,0,6,0,2,0,0,0,1,1,3.6,0,Golden,5 Star,Positive
626865556618,Frederick Mistry,ijayaparekh@example.net,3725984941,49,Female,TIER-I,73858.0,Primary or less,3,1.0,1,2.2,0,0.0,2,0,1,Currently Married,4,1341,2039.0,0,2,2,0,1,3,0,0,1,0,0,3,3.5,0,Golden,3 Star,Negative
599456762154,Gavin Chad,ykunda@example.org,8502749406,29,Male,TIER-II,12587.0,Primary or less,4,0.0,5,0.1,1,0.0,1,0,3,Currently Married,0,154,173.0,0,2,1,1,1,1,1,0,0,0,0,1,4.9,0,Golden,5 Star,Positive
184119529363,Yasti Tata,qabil44@example.net,7039396876,47,Male,TIER-I,37575.0,Tertiary or more,3,4.0,1,0.0,0,0.0,1,0,0,Never Married,2,376,748.0,0,2,1,0,2,1,0,2,0,2,0,2,3.9,0,Golden,5 Star,Positive
188439182161,Noah Sampath,bahadurjit17@example.net,3739220307,29,Male,TIER-III,18683.0,Secondary,2,1.0,1,2.3,0,3.0,0,0,1,Never Married,0,135,1299.0,1,1,1,1,2,1,0,0,0,0,1,0,3.9,0,Golden,5 Star,Positive
343607107761,Ubika Ramanathan,anay63@example.org,0266079029,42,Female,TIER-III,22811.0,Primary or less,6,1.0,1,5.1,0,1.0,0,0,1,Currently Married,0,927,0.0,0,1,1,1,2,0,2,0,0,2,1,3,3.3,0,Blue,2 Star,Negative
416733400417,Chandresh Loke,gsibal@example.org,2160490189,35,Male,VILLAGE,7127.0,Secondary,12,2.0,4,5.9,1,4.0,1,0,0,Never Married,0,206,567.0,0,0,0,0,2,1,2,0,0,1,0,1,4.8,0,Golden,5 Star,Positive
759339552669,Isha Karnik,bhatdeepa@example.org,0399156834,25,Female,TIER-I,12122.0,Primary or less,7,0.0,5,5.7,0,0.0,0,0,1,Never Married,0,162,2052.0,0,5,1,1,0,1,0,0,0,0,2,0,3.7,0,Golden,4 Star,Positive
960415058797,Aarna Chakrabarti,mohammeddas@example.com,1351395927,43,Male,TIER-I,27228.0,Secondary,4,0.0,2,6.9,0,0.0,0,0,1,Never Married,0,794,2627.0,0,2,2,0,2,0,0,0,0,0,0,0,3.9,18893,Golden,5 Star,Positive
593223095966,Isaiah Pant,sdube@example.org,6202688371,29,Female,VILLAGE,15131.0,Primary or less,3,0.0,4,0.6,0,2.0,1,0,2,Never Married,1,292,1076.0,0,0,0,0,1,2,0,0,1,0,0,0,4.5,0,Golden,4 Star,Negative
277424521974,Chaitanya Talwar,ubikapadmanabhan@example.org,0692471123,27,Male,VILLAGE,5453.0,Tertiary or more,19,0.0,13,4.0,1,8.0,1,0,0,Never Married,0,143,594.0,0,4,0,0,3,0,0,0,0,0,0,2,3.8,0,Blue,5 Star,Negative
389942543804,Peter Sura,ebajaj@example.com,5957244937,33,Male,TIER-I,32863.0,Primary or less,5,3.0,2,6.2,0,1.0,0,0,0,Never Married,2,388,882.0,0,4,2,1,1,1,3,0,1,3,0,3,4.4,1254,Blue,5 Star,Positive
909177218373,Udarsh Nath,fpatil@example.com,1085560499,41,Male,TIER-III,11055.0,Secondary,9,1.0,5,1.3,0,1.0,1,0,4,Currently Married,1,849,1022.0,0,0,0,0,0,1,0,0,0,1,1,1,4.3,0,Golden,3 Star,Positive
434385015491,Irya Chhabra,sherehamsini@example.net,4941777582,29,Female,VILLAGE,7319.0,Primary or less,13,1.0,4,3.5,0,4.0,3,0,0,Never Married,0,211,508.0,1,2,1,0,0,0,0,0,0,1,0,2,4.2,0,Golden,5 Star,Positive
484107165294,Mitali Gopal,bdasgupta@example.com,8647026016,27,Male,TIER-I,46903.0,Tertiary or more,3,4.0,0,3.7,0,1.0,0,1,0,Never Married,0,623,1343.0,0,2,1,0,3,0,3,0,1,0,0,0,4.5,0,Golden,4 Star,Negative
578399653222,Chakradev Sama,tanveer41@example.org,4369468054,19,Female,TIER-II,17106.0,Primary or less,8,2.0,5,5.9,0,0.0,1,0,1,Never Married,0,267,333.0,0,1,0,0,0,0,1,0,1,0,1,0,3.8,0,Golden,5 Star,Positive
721438060818,Krisha Rajagopal,tprabhu@example.com,1530538637,36,Male,TIER-II,40737.0,Primary or less,1,0.0,1,8.3,0,2.0,1,0,2,Currently Married,3,212,1104.0,0,0,0,0,0,0,0,0,0,3,2,0,4.4,0,Blue,5 Star,Positive
368470540764,Alka Sanghvi,leenasahni@example.com,9291469685,35,Female,VILLAGE,11723.0,Primary or less,9,0.0,4,3.5,0,6.0,0,0,0,Never Married,0,809,326.0,1,0,2,0,3,1,2,0,0,3,0,0,4.2,0,Blue,4 Star,Positive
420986435535,Amaira Sethi,ashah@example.org,3908694383,29,Male,TIER-I,29773.0,Secondary,6,0.0,1,6.2,0,0.0,1,0,1,Never Married,0,343,2026.0,0,4,1,2,0,1,1,0,0,0,0,0,4.4,0,Golden,5 Star,Positive
778570794136,Max Bhattacharyya,cchaudry@example.org,5528400353,22,Male,TIER-II,15312.0,Secondary,2,0.0,2,2.8,0,1.0,1,0,1,Never Married,0,338,1982.0,0,1,1,1,0,0,1,0,0,1,1,1,3.2,0,Blue,3 Star,Positive
545083796554,Advay Dua,wriddhishkrishnamurthy@example.com,7688335166,35,Male,VILLAGE,9059.0,Primary or less,12,1.0,5,10.5,0,4.0,1,0,0,Never Married,2,611,0.0,2,0,0,0,1,0,2,0,0,1,0,0,3.1,0,Golden,4 Star,Negative
647051243206,Harsh Raju,parsaayaan@example.net,8667378868,46,Male,TIER-II,11907.0,Primary or less,6,0.0,5,5.1,0,2.0,2,0,1,Currently Married,3,671,1227.0,0,2,0,0,0,1,2,0,0,3,0,4,3.9,0,Golden,4 Star,Positive
758101310007,Nathaniel Parekh,gayathriacharya@example.net,1320923267,44,Male,TIER-III,8384.0,Primary or less,8,0.0,6,0.0,0,5.0,0,0,1,Currently Married,1,347,596.0,0,2,0,0,1,0,1,0,0,2,0,3,3.7,0,Golden,4 Star,Positive
193943090520,Niharika Maharaj,ldewan@example.com,6723232907,50,Male,TIER-I,45347.0,Tertiary or more,2,1.0,1,0.4,0,1.0,1,0,0,Currently Married,1,384,2798.0,0,2,0,0,1,0,1,0,1,0,1,1,3.9,0,Golden,4 Star,Positive
180807942302,Aadi Thakkar,osha46@example.com,8819557744,19,Female,VILLAGE,9920.0,Tertiary or more,11,0.0,5,2.7,1,4.0,0,0,0,Never Married,0,859,0.0,0,0,0,1,3,0,1,0,0,1,0,1,4.0,0,Golden,2 Star,Positive
208378873257,Amaira Warrior,udant54@example.net,1901692109,58,Female,VILLAGE,5577.0,Secondary,25,1.0,12,1.3,0,4.0,0,0,0,Currently Married,1,460,983.0,0,0,1,0,2,1,0,0,0,0,1,3,5.0,0,Golden,4 Star,Negative
822416213987,Yachana Kari,guptabenjamin@example.net,4500496870,33,Male,VILLAGE,11000.0,Primary or less,9,0.0,3,7.9,0,,0,0,0,Never Married,0,563,0.0,0,1,0,0,0,0,1,0,0,0,0,2,3.8,0,Golden,4 Star,Positive
197560769582,Rajata Devan,isaac63@example.com,1622270026,64,Female,TIER-I,34489.0,Tertiary or more,3,1.0,3,4.1,0,2.0,0,1,2,Currently Married,3,675,1691.0,1,2,0,0,2,1,0,2,0,1,1,3,4.6,0,Golden,4 Star,Positive
152892316376,Megha Srinivasan,urishilla45@example.com,3432950646,30,Female,TIER-I,20438.0,Primary or less,2,2.0,4,0.0,1,2.0,3,0,0,Never Married,0,1406,1169.0,0,4,1,0,0,1,0,0,1,1,0,2,3.2,0,Blue,5 Star,Positive
380488847041,Sai Bir,liamsarin@example.net,5166072898,36,Female,TIER-III,10581.0,Tertiary or more,5,0.0,7,2.0,0,5.0,0,1,0,Never Married,1,150,63.0,0,3,1,0,2,0,1,0,0,0,1,2,4.6,0,Golden,4 Star,Positive
714834404936,Anthony Bhatnagar,grewalvyanjana@example.org,0983664165,33,Female,TIER-II,25037.0,Primary or less,2,1.0,2,4.9,0,2.0,0,0,0,Currently Married,1,241,1228.0,0,2,0,1,0,1,1,0,0,0,0,2,3.6,0,Golden,5 Star,Positive
766853697100,Charita Borah,hsethi@example.com,6738575171,33,Male,VILLAGE,9951.0,Secondary,20,1.0,3,2.0,0,3.0,0,0,2,Currently Married,1,375,967.0,0,0,3,0,1,2,2,0,0,2,0,1,3.6,0,Red,4 Star,Positive
797620832936,Isaiah Kothari,chaitalyram@example.com,4149109053,49,Male,TIER-III,14980.0,Primary or less,6,2.0,0,5.1,0,4.0,0,0,0,Never Married,0,846,260.0,0,2,1,0,1,0,1,0,0,1,0,1,3.1,0,Golden,5 Star,Positive
979320845086,Nihal Jayaraman,kakaravni@example.com,0444181769,45,Male,VILLAGE,10006.0,Primary or less,11,1.0,3,1.6,0,2.0,1,0,0,Currently Married,2,386,126.0,0,0,0,0,3,0,0,0,1,0,0,2,4.7,0,Golden,5 Star,Positive
462221685151,Hritik Kaul,ynarain@example.net,7006586892,65,Female,TIER-II,14161.0,Primary or less,3,1.0,1,0.9,0,1.0,0,0,1,Currently Married,1,116,750.0,0,0,0,0,1,0,1,0,0,2,0,2,4.6,0,Blue,4 Star,Positive
878800425441,Vaishnavi Reddy,pallahemang@example.net,0638076969,40,Female,TIER-III,15432.0,Primary or less,11,,4,1.2,0,0.0,0,0,1,Never Married,1,527,1012.0,0,0,1,0,1,0,0,0,0,2,1,3,4.5,0,Golden,5 Star,Positive
955922185018,Harita Grover,bapte@example.org,0643842823,36,Female,VILLAGE,6663.0,Primary or less,13,0.0,8,5.1,0,10.0,0,0,2,Never Married,1,64,34.0,0,1,0,1,0,0,1,0,0,0,0,1,4.0,0,Golden,5 Star,Positive
273852904559,Caleb Kumar,khalsahiral@example.org,6388887052,24,Female,TIER-III,24241.0,Secondary,5,4.0,4,7.0,0,1.0,1,0,1,Never Married,1,824,230.0,0,1,1,0,2,1,0,0,0,1,0,2,4.9,2593,Golden,5 Star,Positive
929704516837,Yasti Chandra,amrutagarde@example.org,7354866914,69,Male,VILLAGE,8762.0,Secondary,11,0.0,1,0.0,0,4.0,0,0,2,Currently Married,2,301,0.0,0,0,2,0,1,0,1,0,0,0,0,4,3.8,0,Blue,5 Star,Positive
510107661237,Gaurangi Bains,usarna@example.org,2555992853,38,Female,TIER-I,74306.0,Primary or less,1,1.0,0,6.0,0,0.0,0,0,1,Never Married,3,362,1924.0,0,2,1,0,0,1,3,0,1,1,0,0,5.0,0,Golden,5 Star,Positive
820283949433,Jagvi Mallick,pbains@example.com,5758240834,43,Male,VILLAGE,7938.0,Primary or less,19,0.0,1,3.8,0,7.0,0,0,1,Never Married,1,364,893.0,0,0,0,0,1,2,0,0,0,0,0,3,4.4,0,Blue,4 Star,Positive
765847880100,Warhi Dhillon,bhatnagarrajeshri@example.com,8393660553,34,Female,VILLAGE,7574.0,Primary or less,15,0.0,10,7.3,0,7.0,1,0,0,Never Married,0,985,1600.0,0,1,0,0,2,0,1,0,0,2,0,1,3.5,0,Golden,4 Star,Positive
546718600896,Jeet Chatterjee,hparikh@example.com,5950716278,38,Male,TIER-II,16268.0,Secondary,4,2.0,1,1.9,0,0.0,0,0,1,Currently Married,0,1480,672.0,0,1,1,1,2,1,1,0,0,0,0,0,4.1,0,Blue,5 Star,Positive
883984690307,Eesha Balay,galachaaya@example.com,2905789584,55,Male,TIER-II,12605.0,Primary or less,4,1.0,4,2.9,0,1.0,0,0,1,Currently Married,4,1155,928.0,2,1,1,0,2,0,2,0,0,0,1,0,4.5,0,Blue,4 Star,Positive
524576651645,Bimala Mahal,mohini80@example.net,4967269619,27,Female,TIER-I,47171.0,Primary or less,0,4.0,1,7.1,1,0.0,0,0,0,Never Married,0,318,2823.0,0,5,1,1,1,4,0,0,1,0,0,0,4.2,0,Blue,5 Star,Positive
688431498158,Omaja Ratti,balendralad@example.com,5083350425,31,Male,VILLAGE,7970.0,Primary or less,15,0.0,8,0.2,1,5.0,0,0,0,Currently Married,1,758,881.0,0,0,0,0,1,0,2,1,0,3,0,0,4.0,0,Golden,4 Star,Negative
421850509581,Upma Sule,arunimabali@example.org,8351190359,26,Female,TIER-III,14136.0,Secondary,4,1.0,1,3.0,0,3.0,0,0,2,Never Married,0,643,593.0,0,0,0,0,1,1,1,0,0,1,0,4,4.7,0,Golden,2 Star,Negative
259370252683,Zaitra Date,haritakonda@example.net,3885685319,46,Female,TIER-I,62009.0,Secondary,1,1.0,0,0.0,0,0.0,0,0,0,Never Married,0,179,1656.0,0,1,0,0,0,0,1,0,1,1,0,1,4.2,0,Golden,4 Star,Negative
292594852752,Benjamin Agate,pranitdada@example.org,4292778236,22,Male,VILLAGE,6706.0,Primary or less,12,1.0,13,0.0,0,5.0,0,0,2,Never Married,0,155,427.0,1,0,0,0,0,0,0,0,0,0,0,3,4.2,0,Golden,5 Star,Negative
991132075682,Triya Dhillon,bahlbhavna@example.com,4342042493,23,Male,VILLAGE,6874.0,Secondary,17,0.0,6,0.0,0,4.0,1,0,2,Never Married,1,105,121.0,0,1,0,0,1,1,2,0,0,1,0,1,4.3,0,Golden,4 Star,Positive
931760606538,Anita Buch,triyakadakia@example.com,8490006032,31,Male,VILLAGE,8124.0,Tertiary or more,12,2.0,4,1.8,0,3.0,1,0,1,Currently Married,0,591,0.0,0,1,1,1,4,1,1,0,0,0,0,2,4.1,0,Golden,5 Star,Positive
935272561948,Anika Sachdev,manbirpalla@example.org,1456625282,37,Male,TIER-III,7243.0,Secondary,14,0.0,14,1.4,0,1.0,0,0,2,Never Married,1,233,479.0,0,0,0,0,2,0,0,0,0,1,0,0,4.1,0,Golden,4 Star,Positive
176600309779,Upkaar Narain,jonathan49@example.org,6530193844,34,Male,TIER-III,5678.0,Primary or less,19,0.0,9,8.2,0,4.0,0,0,1,Never Married,2,242,170.0,0,1,0,1,0,0,0,0,0,0,0,3,3.7,0,Red,4 Star,Negative
793565931440,Meera Puri,vasatika87@example.org,5152566288,21,Male,VILLAGE,3836.0,Tertiary or more,22,1.0,8,8.8,1,16.0,1,0,0,Never Married,0,117,623.0,0,0,1,0,4,1,2,0,1,2,0,0,5.0,0,Golden,4 Star,Positive
328112739358,Pahal Yohannan,kurianyamini@example.com,0216738047,57,Male,TIER-II,34749.0,Primary or less,3,0.0,1,0.0,0,1.0,0,0,1,Currently Married,1,354,355.0,0,1,0,0,1,0,2,0,0,0,0,3,3.9,7412,Golden,4 Star,Positive
