Aadhar No.,Name,Age,Gender,City,E-mail,Phone No.,Occupation,Education,VPN Usage (hours per week),SIM Card Changes,Trading Accounts,Recharge Frequency,Partner,Dependents,Streaming Services,Payment Delay of Streaming Services (per year),Family Defaulters,Smart Cards,Medical Bills,Default in GST filing (per quarter),Antivirus Subscriptions,Betting Apps,TrueCaller Flag,Shopping Behavior (returns per month),Utility Bills (per month),Registered Vehicles,Registered Vehicles Challan (per year),Certificates,Licenses,Insurances,FDs Dissolved,International Transactions,Public Memberships,Reviews received,Pet Bills (per year),Accounts,Sentiment on Social Media,UPI Failures
436905224669,Yashawini Mital,25.0,Female,VILLAGE,gagan70@example.com,+910473087887,Students,Primary or less,0.33,3.0,1.0,1.0,Never Married,3.0,1.0,0.0,2.0,3.0,7481.8,1.0,1.0,No,Blue,0.0,16510.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4 Star,40300.3,2.0,Neutral,37.0
552542593487,Jonathan Raju,28.0,Female,VILLAGE,naveengandhi@example.net,4413335802,Laborers/Skilled Workers,Primary or less,12.54,0.0,1.0,2.0,Widowed,1.0,1.0,1.0,1.0,4.0,7685.4,0.0,0.0,No,Golden,1.0,6384.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,4 Star,65592.1,3.0,Positive,36.0
268619587300,Darpan Kale,56.0,Female,VILLAGE,asood@example.org,+913358235062,Homemakers,Secondary,2.69,1.0,2.0,1.0,Never Married,3.0,2.0,2.0,0.0,3.0,13753.7,1.0,0.0,No,Golden,1.0,21276.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,5 Star,3927.9,4.0,Strongly Negative,31.0
109893770357,Dayita Butala,27.0,Male,VILLAGE,urvashi08@example.net,+912860416143,Freelancers/Consultants,Secondary,3.46,0.0,1.0,1.0,Never Married,5.0,2.0,1.0,2.0,3.0,8229.4,0.0,2.0,No,Golden,0.0,15256.0,0.0,0.0,0.0,2.0,4.0,0.0,8.0,0.0,5 Star,38604.3,1.0,Strongly Negative,29.0
671231047002,Ati Kannan,39.0,Female,TIER-I,isaac89@example.org,05574643330,Agriculturalists (Farmers),Primary or less,5.24,2.0,3.0,1.0,Currently Married,5.0,2.0,2.0,3.0,2.0,8368.9,1.0,2.0,No,Blue,1.0,20709.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,4 Star,62448.5,1.0,Negative,15.0
936725684949,Amol Kalla,40.0,Male,VILLAGE,norifinn@example.net,+915853506292,Students,Primary or less,13.6,0.0,0.0,1.0,Widowed,3.0,2.0,4.0,1.0,3.0,15595.0,1.0,1.0,No,Golden,0.0,14866.0,1.0,0.0,1.0,1.0,2.0,1.0,7.0,0.0,1 Star,33908.7,1.0,Neutral,41.0
249670790525,Bahadurjit Majumdar,37.0,Male,VILLAGE,krishnamurthywriddhish@example.com,+913312938655,Laborers/Skilled Workers,Primary or less,10.04,,3.0,2.0,Currently Married,4.0,1.0,2.0,4.0,2.0,12748.2,0.0,1.0,No,Blue,1.0,8754.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,5 Star,21833.7,6.0,Negative,10.0
415009587088,Harita Bhargava,42.0,Female,VILLAGE,lakshandra@example.net,0538479279,Students,Primary or less,9.28,2.0,1.0,2.0,Widowed,4.0,2.0,2.0,3.0,2.0,7146.4,1.0,1.0,No,Golden,1.0,16014.0,0.0,1.0,1.0,1.0,1.0,1.0,18.0,0.0,5 Star,42244.5,5.0,Neutral,26.0
686130742124,Dhruv Kala,29.0,Female,VILLAGE,atirandhawa@example.com,+918359146120,Salaried/Employed (Private/Public Sector),Primary or less,11.22,1.0,1.0,2.0,Currently Married,2.0,3.0,1.0,1.0,3.0,5429.4,0.0,1.0,No,Golden,1.0,9277.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2 Star,37455.1,1.0,Negative,4.0
855949965797,Alka Baria,39.0,Male,TIER-I,otoor@example.com,+910771601083,Retired/Pensioners,Primary or less,10.1,1.0,2.0,1.0,Currently Married,2.0,3.0,2.0,3.0,3.0,9158.7,0.0,1.0,Yes,Red,0.0,11770.0,0.0,1.0,2.0,1.0,1.0,0.0,,0.0,5 Star,8956.6,3.0,Neutral,37.0
640831251514,Ridhi Khurana,33.0,Male,VILLAGE,qushi32@example.org,05339753175,Homemakers,Primary or less,10.72,1.0,2.0,2.0,Widowed,2.0,1.0,1.0,2.0,2.0,4295.0,2.0,2.0,No,Golden,0.0,11596.0,1.0,0.0,2.0,1.0,0.0,1.0,8.0,0.0,5 Star,6036.5,2.0,Strongly Negative,42.0
932995839679,Keya Chaudhry,42.0,Male,VILLAGE,nathankumer@example.org,0025937581,Homemakers,Primary or less,2.75,1.0,3.0,1.0,Widowed,0.0,2.0,1.0,1.0,3.0,6398.9,1.0,0.0,No,Golden,1.0,11647.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,4 Star,24320.5,6.0,Neutral,44.0
428466501969,Hemal Barad,26.0,Female,VILLAGE,goyalmaanav@example.net,04089757842,Agriculturalists (Farmers),Secondary,9.0,1.0,3.0,1.0,Currently Married,3.0,2.0,2.0,2.0,1.0,4065.5,1.0,0.0,No,Blue,1.0,15066.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,4 Star,21553.7,2.0,Negative,15.0
941852814217,Hiral Bumb,39.0,Male,VILLAGE,duttaradha@example.com,+911492884163,Agriculturalists (Farmers),Tertiary or more,10.81,1.0,2.0,1.0,Currently Married,3.0,1.0,1.0,0.0,4.0,1256.3,1.0,2.0,No,Golden,1.0,7298.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2 Star,30992.3,2.0,Positive,4.0
978022033972,Bhavika Swaminathan,27.0,Male,TIER-I,fgrover@example.net,6939205515,Agriculturalists (Farmers),Primary or less,8.76,3.0,1.0,1.0,Currently Married,4.0,3.0,1.0,0.0,3.0,16503.8,1.0,1.0,No,Blue,1.0,11909.0,0.0,0.0,1.0,1.0,1.0,0.0,25.0,0.0,2 Star,51894.7,3.0,Strongly Negative,15.0
754093122024,Abdul Krishnamurthy,31.0,Female,VILLAGE,ranbir30@example.com,+914948159882,Retired/Pensioners,Primary or less,0.71,2.0,1.0,2.0,Never Married,2.0,,2.0,2.0,3.0,7321.7,0.0,0.0,Yes,Golden,1.0,14737.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,5 Star,60064.3,1.0,Negative,5.0
972871423639,Zaitra Singhal,29.0,Female,VILLAGE,bishakha33@example.net,03140290300,Students,Secondary,5.03,0.0,1.0,1.0,Currently Married,0.0,0.0,4.0,1.0,3.0,7930.2,0.0,0.0,No,Blue,2.0,2517.0,0.0,0.0,0.0,1.0,2.0,1.0,45.0,0.0,2 Star,19736.0,1.0,Neutral,2.0
701326422452,Abhimanyu Kapadia,27.0,Female,VILLAGE,boasejack@example.net,00755978621,"Self-employed Professionals (Doctors, Lawyers, Chartered Accountants)",Primary or less,15.18,1.0,1.0,2.0,Never Married,3.0,3.0,1.0,2.0,1.0,1881.4,1.0,2.0,No,Blue,1.0,19976.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,4 Star,42494.4,4.0,Strongly Negative,37.0
307763218450,Tanveer Krishnan,48.0,Female,TIER-I,bhavna30@example.com,+914475508238,Students,Tertiary or more,10.23,2.0,2.0,0.0,Never Married,4.0,3.0,0.0,2.0,2.0,11665.6,0.0,1.0,No,Red,0.0,11058.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,5 Star,26286.4,2.0,Negative,9.0
579148932491,Gunbir Ramesh,31.0,Male,VILLAGE,kaultanvi@example.net,+919588073271,Retired/Pensioners,Primary or less,10.05,1.0,2.0,2.0,Never Married,4.0,0.0,1.0,3.0,1.0,9770.4,0.0,0.0,No,Blue,1.0,13811.0,0.0,0.0,2.0,0.0,1.0,1.0,27.0,,4 Star,3108.9,1.0,Negative,18.0
372278386916,Lajita Kapoor,54.0,Male,TIER-I,hemal42@example.net,06863872032,Students,Tertiary or more,9.74,2.0,2.0,1.0,Never Married,4.0,3.0,1.0,0.0,2.0,14663.6,1.0,1.0,No,Blue,1.0,10181.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,2 Star,67322.6,1.0,Negative,27.0
886680252297,Udant Dubey,59.0,Male,VILLAGE,vasatikabhat@example.com,4327402655,Homemakers,Primary or less,3.81,1.0,,2.0,Widowed,3.0,3.0,2.0,2.0,4.0,13326.2,0.0,1.0,No,Golden,1.0,9145.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,5 Star,31626.5,2.0,Negative,26.0
811835500904,Pranit Lala,39.0,Female,VILLAGE,chandresh23@example.net,3108185480,Agriculturalists (Farmers),Primary or less,0.28,2.0,2.0,1.0,Never Married,3.0,4.0,1.0,1.0,3.0,17152.7,1.0,1.0,No,Blue,1.0,13000.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,5 Star,41020.7,2.0,Strongly Negative,43.0
342143204075,Girik Kulkarni,26.0,Female,VILLAGE,zaitravig@example.net,+917374909944,Salaried/Employed (Private/Public Sector),Primary or less,7.53,0.0,1.0,1.0,Currently Married,1.0,3.0,4.0,2.0,2.0,11518.3,1.0,1.0,No,Red,1.0,7549.0,1.0,0.0,0.0,,0.0,1.0,12.0,0.0,4 Star,17288.0,4.0,Negative,33.0
187028837610,Gavin Walla,34.0,Female,VILLAGE,jaggimaanas@example.com,+916214613354,Homemakers,Secondary,7.57,,2.0,1.0,Currently Married,1.0,2.0,1.0,3.0,2.0,15083.7,,2.0,No,Blue,0.0,3603.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,1 Star,54166.1,3.0,Strongly Negative,12.0
789008271696,Ranbir Kota,47.0,Female,TIER-I,kbhargava@example.com,05634814157,,Primary or less,11.6,2.0,2.0,2.0,Never Married,6.0,2.0,2.0,2.0,3.0,8258.4,0.0,1.0,No,Red,1.0,8453.0,0.0,0.0,1.0,0.0,2.0,1.0,29.0,0.0,4 Star,20805.2,3.0,Positive,61.0
667964593219,Indrajit Bhalla,33.0,Female,VILLAGE,kkrishnamurthy@example.org,+913966528514,Freelancers/Consultants,Primary or less,4.64,1.0,3.0,2.0,Currently Married,2.0,1.0,3.0,2.0,3.0,4965.9,0.0,2.0,No,Blue,1.0,5715.0,1.0,1.0,1.0,1.0,1.0,0.0,11.0,0.0,4 Star,24502.7,3.0,Strongly Negative,27.0
979456995343,Aadi Vala,23.0,Male,VILLAGE,saramall@example.com,7456599250,Agriculturalists (Farmers),Primary or less,5.81,1.0,3.0,2.0,Currently Married,2.0,2.0,3.0,1.0,4.0,4700.9,1.0,0.0,No,Blue,2.0,8713.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,5 Star,3502.9,3.0,Strongly Negative,7.0
773923122564,Pushti Gupta,39.0,Male,VILLAGE,vaishnavikashyap@example.com,03537121463,Students,Primary or less,2.86,1.0,1.0,1.0,Widowed,1.0,2.0,4.0,3.0,2.0,8134.1,,0.0,No,Golden,1.0,9556.0,2.0,1.0,1.0,1.0,2.0,0.0,23.0,0.0,5 Star,44489.8,1.0,Neutral,46.0
863677719339,Xalak Bhasin,49.0,Female,VILLAGE,narasimhansamuel@example.org,02863231026,Agriculturalists (Farmers),Tertiary or more,7.13,2.0,2.0,1.0,Currently Married,2.0,3.0,2.0,1.0,2.0,7377.7,1.0,1.0,No,Golden,0.0,4725.0,0.0,1.0,1.0,2.0,1.0,0.0,24.0,0.0,2 Star,35372.1,1.0,Neutral,41.0
399293251077,Ekaja Tank,47.0,Male,VILLAGE,vansha44@example.net,+916673521608,Agriculturalists (Farmers),,5.58,,2.0,1.0,Currently Married,3.0,2.0,5.0,1.0,3.0,12463.8,1.0,0.0,No,Blue,2.0,12040.0,0.0,1.0,1.0,0.0,1.0,1.0,8.0,0.0,2 Star,24569.7,0.0,Neutral,18.0
814187248898,Chanchal Batra,27.0,Male,VILLAGE,yashicashan@example.com,+919393496479,Students,Secondary,5.66,1.0,1.0,1.0,Never Married,3.0,3.0,1.0,3.0,3.0,4366.9,1.0,1.0,No,Blue,0.0,13350.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,4 Star,69089.3,2.0,Negative,13.0
687306398968,Januja Kanda,42.0,Female,VILLAGE,lopa21@example.net,04262671889,Homemakers,Primary or less,5.56,2.0,1.0,1.0,Currently Married,2.0,3.0,1.0,5.0,4.0,6957.9,1.0,0.0,No,Blue,0.0,3093.0,,0.0,0.0,0.0,1.0,1.0,20.0,0.0,4 Star,25838.9,3.0,Negative,20.0
395531582823,Nimrat Sridhar,29.0,Female,VILLAGE,chakrabortysathvik@example.com,+919166732217,Agriculturalists (Farmers),Primary or less,5.29,2.0,1.0,1.0,Currently Married,5.0,2.0,0.0,1.0,4.0,9993.5,1.0,1.0,Yes,Blue,2.0,15568.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,5 Star,29482.8,1.0,Negative,26.0
307931838868,Ikshita Malhotra,29.0,Female,VILLAGE,misraalka@example.com,02045337697,Salaried/Employed (Private/Public Sector),Primary or less,6.3,1.0,0.0,2.0,Never Married,2.0,0.0,2.0,2.0,2.0,11021.0,1.0,0.0,No,Blue,0.0,8618.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,5 Star,2281.3,0.0,Neutral,4.0
176680121427,Radhika Devan,51.0,Male,VILLAGE,jrastogi@example.com,+919606300798,Homemakers,Primary or less,8.47,2.0,2.0,1.0,Never Married,2.0,2.0,0.0,0.0,2.0,3070.6,1.0,1.0,No,Red,1.0,3155.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,5 Star,43369.2,4.0,Positive,42.0
246812320931,Sarthak Kalita,30.0,Male,VILLAGE,somxiti@example.com,+915639211878,Students,Secondary,7.5,1.0,2.0,1.0,Never Married,3.0,1.0,2.0,,4.0,613.3,1.0,0.0,No,Golden,1.0,12982.0,1.0,0.0,1.0,1.0,1.0,0.0,11.0,0.0,4 Star,19130.2,2.0,Strongly Negative,33.0
221502886633,Leena Dhar,30.0,Female,TIER-I,evora@example.com,+915105973446,Students,Secondary,2.5,1.0,1.0,2.0,Currently Married,1.0,3.0,3.0,3.0,,17224.4,0.0,1.0,No,Blue,0.0,5058.0,1.0,1.0,1.0,0.0,3.0,0.0,6.0,0.0,4 Star,52823.9,1.0,Strongly Negative,18.0
600951639708,Aarnav Bansal,18.0,Female,VILLAGE,saumya94@example.com,9293616629,Students,Primary or less,7.39,2.0,1.0,2.0,Currently Married,3.0,4.0,3.0,4.0,3.0,20361.1,1.0,1.0,No,Blue,1.0,11252.0,0.0,0.0,1.0,2.0,1.0,0.0,8.0,0.0,4 Star,26950.2,2.0,Negative,29.0
596574366672,Sai Deo,50.0,Female,VILLAGE,yzacharia@example.org,6776396635,Homemakers,Primary or less,12.14,1.0,1.0,2.0,Currently Married,2.0,1.0,2.0,2.0,1.0,7445.2,1.0,1.0,No,Golden,1.0,9316.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,5 Star,33313.2,3.0,Strongly Negative,8.0
869967953155,Vaishnavi Khare,47.0,Female,VILLAGE,bapte@example.com,05040841383,Homemakers,Tertiary or more,3.32,0.0,1.0,2.0,Currently Married,0.0,2.0,4.0,3.0,3.0,6286.6,2.0,1.0,No,Blue,0.0,6827.0,1.0,0.0,0.0,1.0,2.0,0.0,8.0,0.0,5 Star,2792.0,4.0,Neutral,28.0
639545619124,Guneet Bhatti,41.0,Male,VILLAGE,jnadig@example.net,2079077988,Laborers/Skilled Workers,Tertiary or more,14.42,2.0,3.0,1.0,,4.0,3.0,3.0,2.0,3.0,12598.0,0.0,1.0,No,Blue,1.0,7384.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,4 Star,37881.4,4.0,Negative,55.0
452993867801,Jatin Varty,45.0,Male,TIER-I,kashvisachdeva@example.net,+916640280280,Retired/Pensioners,Primary or less,6.18,1.0,3.0,2.0,Divorced,5.0,2.0,0.0,2.0,5.0,8285.4,1.0,1.0,No,Golden,1.0,6936.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,5 Star,4252.6,2.0,Negative,0.0
263292059848,Onkar Gola,26.0,Male,TIER-I,chaitaly66@example.org,6517586662,Students,Primary or less,0.85,0.0,,0.0,Currently Married,3.0,3.0,1.0,3.0,3.0,21961.8,1.0,0.0,No,Blue,0.0,12202.0,0.0,1.0,1.0,1.0,0.0,1.0,9.0,0.0,5 Star,14674.2,1.0,Negative,23.0
123772518378,Isha Tank,36.0,Male,TIER-I,misratejas@example.net,3392384099,Laborers/Skilled Workers,Primary or less,5.55,0.0,0.0,2.0,Never Married,2.0,3.0,0.0,3.0,1.0,9645.1,1.0,1.0,Yes,Blue,0.0,10070.0,0.0,0.0,1.0,0.0,2.0,0.0,17.0,,4 Star,108612.8,2.0,Neutral,58.0
409676906596,Rachit Rana,33.0,Female,TIER-I,shahnidhi@example.com,8577427359,Students,Primary or less,2.66,1.0,2.0,1.0,Currently Married,3.0,2.0,1.0,4.0,3.0,8544.2,2.0,1.0,No,Golden,0.0,14339.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,5 Star,13971.1,0.0,Negative,
238595137787,Christopher Shan,24.0,Female,VILLAGE,nagycharita@example.com,+910926465296,Agriculturalists (Farmers),Primary or less,8.77,0.0,2.0,1.0,Currently Married,5.0,1.0,2.0,3.0,1.0,,2.0,1.0,No,Blue,1.0,14155.0,1.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,5 Star,56737.8,3.0,Positive,53.0
584108080333,Zayan Sinha,37.0,Male,VILLAGE,thakerfaras@example.net,06807310017,Laborers/Skilled Workers,Primary or less,6.26,2.0,3.0,1.0,Currently Married,2.0,4.0,1.0,4.0,3.0,15685.2,0.0,1.0,No,Golden,0.0,12536.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,5 Star,62619.7,2.0,Neutral,2.0
111712835706,Upma Ratti,54.0,Female,VILLAGE,dbatra@example.org,+910036423822,Agriculturalists (Farmers),Secondary,11.53,1.0,1.0,1.0,Never Married,3.0,2.0,2.0,1.0,2.0,19771.2,1.0,1.0,No,Red,1.0,4253.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,4 Star,48954.1,1.0,Neutral,29.0
199784161301,Hemal Nagarajan,21.0,Male,VILLAGE,lohitbalan@example.net,01245621202,Salaried/Employed (Private/Public Sector),Primary or less,10.56,2.0,1.0,1.0,Widowed,1.0,2.0,1.0,1.0,2.0,12670.3,1.0,1.0,No,Blue,1.0,9592.0,1.0,1.0,0.0,0.0,2.0,1.0,23.0,0.0,4 Star,50466.0,1.0,Strongly Positive,19.0
113532083439,Aarna Bal,31.0,Male,TIER-III,hitesh13@example.net,05452551765,Salaried/Employed (Private/Public Sector),Secondary,7.81,1.0,2.0,2.0,Never Married,3.0,3.0,2.0,1.0,2.0,8446.7,0.0,1.0,Yes,Golden,0.0,11755.0,0.0,1.0,1.0,1.0,1.0,0.0,7.0,0.0,4 Star,42670.1,2.0,Neutral,40.0
338343109321,Thomas Sama,28.0,Male,VILLAGE,ekiya09@example.net,+916289757203,Students,Tertiary or more,8.71,1.0,1.0,1.0,Widowed,4.0,3.0,1.0,,3.0,8880.4,0.0,1.0,No,Blue,0.0,9972.0,1.0,0.0,1.0,1.0,1.0,0.0,22.0,0.0,5 Star,11578.8,2.0,Neutral,3.0
561030005209,Bhavini Hegde,29.0,Male,TIER-I,raviharrison@example.com,+912885899470,Agriculturalists (Farmers),Primary or less,9.2,0.0,1.0,2.0,Currently Married,1.0,4.0,4.0,2.0,3.0,11732.1,1.0,1.0,No,Golden,1.0,13285.0,1.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0,5 Star,1723.2,2.0,Neutral,18.0
964626638158,Oeshi Comar,53.0,Male,VILLAGE,udantsodhi@example.org,+914490711364,Unemployed/Jobseekers,Primary or less,5.75,0.0,1.0,2.0,Currently Married,3.0,3.0,1.0,2.0,4.0,5839.4,1.0,0.0,Yes,Blue,1.0,6711.0,0.0,0.0,0.0,0.0,2.0,,15.0,0.0,4 Star,15947.7,0.0,Strongly Positive,36.0
648894511241,Chatura Rajan,36.0,Female,VILLAGE,uvarma@example.net,+913912779053,Retired/Pensioners,Primary or less,4.0,2.0,2.0,0.0,Widowed,1.0,2.0,1.0,2.0,2.0,11323.1,1.0,1.0,No,Blue,0.0,18018.0,0.0,0.0,2.0,2.0,1.0,1.0,22.0,0.0,4 Star,20082.8,2.0,Strongly Negative,18.0
512308113485,Gaurangi Borra,36.0,Male,VILLAGE,simon42@example.net,00397733800,Laborers/Skilled Workers,Secondary,6.89,1.0,3.0,2.0,Currently Married,2.0,2.0,1.0,2.0,2.0,3938.8,0.0,1.0,No,Blue,1.0,7892.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,4 Star,74210.5,1.0,Strongly Positive,22.0
866495688306,Gautam Kunda,46.0,Female,VILLAGE,niteshsahni@example.net,9441042320,Retired/Pensioners,Tertiary or more,3.21,1.0,2.0,1.0,Currently Married,3.0,3.0,2.0,2.0,3.0,17980.2,2.0,2.0,Yes,Blue,1.0,17671.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,0.0,1 Star,49440.4,2.0,Neutral,30.0
137758881655,Lila Patla,26.0,Male,TIER-I,sghosh@example.net,+913487819342,Salaried/Employed (Private/Public Sector),Primary or less,6.25,2.0,2.0,1.0,Currently Married,0.0,4.0,2.0,2.0,5.0,14206.7,1.0,1.0,No,Blue,0.0,9667.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,5 Star,43502.8,,Neutral,38.0
187317753059,Devansh Mane,37.0,Male,VILLAGE,zmandal@example.com,07325141561,Agriculturalists (Farmers),Secondary,8.63,2.0,1.0,2.0,Currently Married,3.0,5.0,1.0,1.0,2.0,6964.5,1.0,2.0,No,Blue,2.0,14183.0,1.0,0.0,0.0,1.0,2.0,1.0,11.0,0.0,4 Star,50221.9,5.0,Negative,10.0
928256724600,Ranveer Chadha,35.0,Male,VILLAGE,atikara@example.org,+919792476174,Agriculturalists (Farmers),Primary or less,8.51,1.0,1.0,1.0,Widowed,2.0,3.0,1.0,3.0,4.0,11028.0,2.0,1.0,Yes,Blue,0.0,12637.0,0.0,0.0,1.0,1.0,2.0,1.0,11.0,0.0,4 Star,10760.2,3.0,Neutral,56.0
263001070014,Vedant Narang,40.0,Male,VILLAGE,baljiwanbaral@example.com,08417273406,Students,Secondary,3.69,1.0,3.0,1.0,Currently Married,3.0,2.0,3.0,3.0,3.0,17532.9,1.0,0.0,Yes,Golden,1.0,14393.0,1.0,1.0,1.0,1.0,2.0,1.0,25.0,0.0,4 Star,12141.5,5.0,Negative,1.0
392298458992,Forum Lall,65.0,Male,VILLAGE,karanqabil@example.com,+910150892298,Agriculturalists (Farmers),Primary or less,0.53,1.0,4.0,1.0,Widowed,2.0,2.0,0.0,4.0,4.0,6852.1,1.0,1.0,No,Red,0.0,3670.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1 Star,53480.1,3.0,Strongly Negative,30.0
532828133481,Chaitanya Doshi,46.0,Male,VILLAGE,faqidkapur@example.org,00450386072,"Government Employees (Civil Services, Defense, Police)",Secondary,3.09,1.0,2.0,2.0,Currently Married,4.0,4.0,2.0,1.0,3.0,6801.1,1.0,1.0,No,Golden,1.0,11643.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,5 Star,36136.5,3.0,Neutral,22.0
697307049076,Rishi Banerjee,34.0,Female,TIER-I,gdewan@example.com,+914512951972,Students,Primary or less,1.72,1.0,1.0,2.0,Never Married,3.0,3.0,2.0,4.0,3.0,8906.5,1.0,1.0,No,Red,1.0,20974.0,0.0,0.0,1.0,1.0,1.0,,2.0,0.0,4 Star,42689.4,0.0,Negative,18.0
299587760647,Gauri Rajagopal,48.0,Female,TIER-III,hkhurana@example.com,+912786348765,Agriculturalists (Farmers),Primary or less,7.13,2.0,1.0,2.0,Currently Married,0.0,2.0,0.0,0.0,1.0,5322.7,1.0,1.0,Yes,Blue,0.0,18009.0,1.0,0.0,0.0,1.0,3.0,0.0,16.0,0.0,4 Star,51397.0,3.0,Negative,18.0
378492290661,Girish Deol,27.0,Male,VILLAGE,regeijaya@example.com,+911109531615,Homemakers,Primary or less,7.02,2.0,2.0,1.0,Widowed,1.0,3.0,,0.0,3.0,16208.9,0.0,0.0,Yes,Red,,14754.0,1.0,1.0,1.0,1.0,1.0,0.0,12.0,0.0,4 Star,26782.9,1.0,Strongly Negative,13.0
520121892833,Mahika Sodhi,20.0,Male,VILLAGE,sachi13@example.com,+911292881042,"Government Employees (Civil Services, Defense, Police)",Primary or less,5.41,1.0,1.0,2.0,Widowed,1.0,2.0,3.0,3.0,3.0,2623.1,0.0,1.0,No,Blue,1.0,18637.0,0.0,0.0,1.0,1.0,2.0,0.0,10.0,0.0,4 Star,33056.5,4.0,Negative,37.0
116442217361,Ekta Golla,28.0,Female,VILLAGE,shravya96@example.com,5450855488,Agriculturalists (Farmers),Primary or less,5.09,2.0,3.0,1.0,Currently Married,3.0,4.0,1.0,1.0,3.0,17584.2,0.0,1.0,No,Red,1.0,13776.0,1.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,4 Star,49818.9,2.0,Strongly Negative,37.0
884983208397,Yoshita Bassi,33.0,Male,VILLAGE,tbedi@example.org,8788899949,Students,Primary or less,7.09,0.0,2.0,2.0,Widowed,2.0,0.0,2.0,1.0,3.0,6249.7,1.0,1.0,No,Blue,0.0,8056.0,0.0,1.0,1.0,1.0,2.0,1.0,6.0,0.0,4 Star,32787.1,2.0,Strongly Negative,21.0
521976080215,Ati Agarwal,38.0,Female,VILLAGE,jbarad@example.com,0959405219,Students,Primary or less,3.04,2.0,1.0,1.0,Widowed,1.0,3.0,1.0,4.0,2.0,4089.4,0.0,1.0,No,Red,0.0,7366.0,0.0,0.0,0.0,2.0,1.0,1.0,16.0,0.0,3 Star,46042.6,2.0,Negative,24.0
372485442411,Rachit Acharya,41.0,Female,TIER-I,fshroff@example.org,+918815302933,Students,Secondary,5.07,2.0,1.0,1.0,Currently Married,1.0,,2.0,3.0,4.0,9479.7,1.0,0.0,No,Red,1.0,14614.0,1.0,1.0,1.0,1.0,0.0,2.0,6.0,0.0,4 Star,63499.0,3.0,Negative,27.0
314892290422,Lila Shroff,53.0,Male,VILLAGE,wbhat@example.org,7925384127,Students,Primary or less,7.18,1.0,1.0,2.0,Never Married,2.0,2.0,3.0,4.0,3.0,5522.6,1.0,1.0,No,Red,2.0,6702.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,4 Star,36536.2,3.0,Negative,49.0
909433121328,Udarsh Dhar,37.0,Male,VILLAGE,thomas32@example.net,08884041627,Laborers/Skilled Workers,Primary or less,3.21,1.0,0.0,2.0,Never Married,2.0,3.0,0.0,2.0,2.0,7686.0,0.0,0.0,No,Golden,0.0,6843.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1 Star,43651.6,2.0,Negative,6.0
206390617576,Peter Devan,37.0,Male,VILLAGE,daveisaac@example.org,5444850246,Students,Primary or less,12.05,3.0,2.0,2.0,Never Married,3.0,3.0,3.0,3.0,3.0,14716.9,0.0,1.0,No,Golden,1.0,7870.0,0.0,1.0,0.0,1.0,2.0,1.0,12.0,0.0,5 Star,61133.0,2.0,Neutral,20.0
