Aadhar No.,Name,Age,Phone No.,Education,VPN Usage (hours per week),SIM Card Changes,Trading Accounts,Recharge Frequency,Dependents,Streaming Services,Payment Delay of Streaming Services (per year),Family Defaulters,Smart Cards,Medical Bills,Default in GST filing (per quarter),Antivirus Subscriptions,Shopping Behavior (returns per month),Utility Bills (per month),Registered Vehicles,Registered Vehicles Challan (per year),Certificates,Licenses,Insurances,FDs Dissolved,International Transactions,Public Memberships,Reviews received,Pet Bills (per year),Accounts,UPI Failures,Gender_Female,Gender_Male,City_TIER-I,City_TIER-II,City_TIER-III,City_VILLAGE,Occupation_Agriculturalists (Farmers),Occupation_Business Owners/Entrepreneurs,Occupation_Freelancers/Consultants,"Occupation_Government Employees (Civil Services, Defense, Police)",Occupation_Homemakers,Occupation_Laborers/Skilled Workers,Occupation_Retired/Pensioners,Occupation_Salaried/Employed (Private/Public Sector),"Occupation_Self-employed Professionals (Doctors, Lawyers, Chartered Accountants)",Occupation_Students,Occupation_Unemployed/Jobseekers,Partner_Currently Married,Partner_Divorced,Partner_Never Married,Partner_Widowed,Betting Apps_No,Betting Apps_Yes,TrueCaller Flag_Blue,TrueCaller Flag_Golden,TrueCaller Flag_Red,Sentiment on Social Media_Negative,Sentiment on Social Media_Neutral,Sentiment on Social Media_Positive,Sentiment on Social Media_Strongly Negative,Sentiment on Social Media_Strongly Positive
330621831621,Adya Chahal,26.0,+916572997665,0,10.63,2.0,1.0,1.0,5.0,2.0,2.0,1.0,3.0,6461.0,1.0,0.0,0.0,12570.0,1.0,1.0,1.0,1.0,2.0,0.0,15.0,0.0,1,12041.0,2.0,22.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
162758292977,Naksh Basak,44.0,07039336777,0,5.11,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,6434.6,1.0,1.0,0.0,12381.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,0.0,3,30655.7,0.0,32.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
727534674749,Deepa Chandran,31.0,+918439711820,0,10.57,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,15369.2,0.0,1.0,0.0,7692.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,3,50105.6,3.0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
682522027470,Tejas Maharaj,38.0,+919358271732,0,7.47,0.0,1.0,2.0,3.0,3.0,0.0,3.0,3.0,4715.8,0.0,0.0,1.0,9947.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1,33008.2,5.0,33.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
198729226142,Siddharth Buch,43.0,0666465184,0,2.24,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,12059.8,1.0,1.0,0.0,14607.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,3,9578.3,1.0,23.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
896646266453,Yashoda Trivedi,52.0,09788845879,0,5.85,1.0,3.0,1.0,2.0,3.0,2.0,4.0,4.0,21793.4,1.0,1.0,1.0,6299.0,0.0,0.0,0.0,1.0,2.0,1.0,13.0,0.0,4,31714.8,2.0,29.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
764382711172,Udyati Sood,47.0,+911491794619,1,7.4,3.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,10888.9,1.0,1.0,1.0,3923.0,1.0,0.0,1.0,1.0,2.0,1.0,11.0,0.0,3,1089.0,1.0,31.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
967299460683,Keya Goel,43.0,+919510832786,0,10.6,1.0,1.0,2.0,1.0,3.0,4.0,0.0,5.0,11222.1,0.0,2.0,1.0,4500.0,1.0,1.0,1.0,0.0,2.0,0.0,37.0,0.0,3,9731.4,2.0,57.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
877330146929,Zinal Sandal,43.0,9984200326,1,3.9,2.0,1.0,1.0,5.0,2.0,1.0,4.0,3.0,8040.0,0.0,2.0,1.0,6709.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,0.0,4,33254.1,1.0,21.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
569384895353,Darpan Kari,56.0,+915241142076,2,5.94,1.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,9765.1,0.0,1.0,1.0,4374.0,1.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,3,35987.0,2.0,36.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
384827149561,Girish Kapoor,31.0,+915294957603,0,2.97,2.0,1.0,2.0,0.0,2.0,0.0,3.0,4.0,7979.2,0.0,1.0,1.0,4844.0,0.0,0.0,1.0,1.0,2.0,1.0,7.0,0.0,3,68043.8,3.0,20.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
733616730635,Ekavir Balasubramanian,18.0,4929704538,0,9.27,1.0,0.0,2.0,3.0,2.0,3.0,2.0,4.0,4363.7,0.0,1.0,1.0,4248.0,1.0,2.0,0.0,1.0,1.0,1.0,19.0,0.0,3,53309.4,3.0,33.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
787173397028,Sachi Rao,30.0,+912976762135,1,7.86,1.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0,9500.9,0.0,0.0,2.0,10024.0,1.0,1.0,0.0,1.0,1.0,1.0,20.0,0.0,4,46358.9,2.0,28.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
774866979163,Ekani Raval,29.0,+914315383489,0,13.92,2.0,1.0,2.0,2.0,1.0,1.0,0.0,5.0,12461.6,0.0,1.0,0.0,18000.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,3,24095.7,2.0,9.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
647877342665,Yash Bhatti,42.0,+910085904002,2,10.65,3.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,8153.1,0.0,0.0,0.0,13873.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,0.0,4,4384.0,2.0,20.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
901096036467,Hemang Seshadri,41.0,+913642373313,0,11.13,0.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,8264.0,0.0,1.0,1.0,11034.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3,24932.4,3.0,15.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
648174654358,Manthan Mukhopadhyay,40.0,+914718976217,0,4.39,2.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,20645.9,0.0,1.0,0.0,17988.0,0.0,0.0,1.0,1.0,3.0,1.0,7.0,0.0,4,62612.1,1.0,30.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
986878553493,Chaitaly Dhaliwal,19.0,9210172748,0,5.71,2.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,1137.4,1.0,1.0,0.0,3385.0,0.0,0.0,1.0,1.0,0.0,0.0,21.0,0.0,3,26726.7,4.0,20.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
356020448269,Faris Oak,44.0,+917507963132,0,8.24,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,7879.7,1.0,0.0,1.0,5806.0,0.0,0.0,1.0,0.0,1.0,1.0,17.0,0.0,3,29516.1,4.0,7.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
420870938190,Darpan Maharaj,32.0,6196519662,0,0.8,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2148.9,1.0,1.0,0.0,14793.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,3,46197.5,4.0,37.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
314659277149,George Majumdar,42.0,07065868623,1,12.56,2.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,7954.6,1.0,0.0,1.0,12251.0,0.0,1.0,1.0,1.0,2.0,0.0,10.0,0.0,1,7456.8,1.0,57.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
228855808866,Yasti Prabhu,39.0,7717121999,0,11.13,3.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,13574.7,1.0,2.0,0.0,13215.0,1.0,0.0,1.0,1.0,2.0,1.0,7.0,0.0,4,31573.4,2.0,43.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
611204130751,Gabriel Tailor,33.0,07070022796,2,2.36,2.0,2.0,1.0,5.0,2.0,4.0,2.0,3.0,8201.8,1.0,2.0,1.0,9601.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,4,53465.5,2.0,29.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
974564694517,Aradhana Mohan,25.0,02784300398,0,12.19,0.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,5640.0,0.0,0.0,0.0,7525.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,4,4180.5,0.0,34.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
907960338767,Xiti Baral,24.0,04659491868,1,0.3,2.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,9191.7,0.0,1.0,0.0,8907.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0,37389.1,1.0,19.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
331275698692,Yasti Sur,49.0,4932039226,0,3.58,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,4284.0,0.0,0.0,0.0,12352.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,3,79194.9,1.0,44.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
777743968197,Yachana Sinha,53.0,+913755785457,1,2.29,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,9362.5,0.0,1.0,0.0,5289.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,1,24482.6,2.0,29.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
559557149917,Ekta Kala,42.0,+919246430813,0,7.91,2.0,2.0,1.0,1.0,2.0,1.0,5.0,4.0,1505.2,0.0,1.0,0.0,10830.0,0.0,0.0,0.0,0.0,2.0,0.0,24.0,0.0,1,48584.0,0.0,14.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
149022933417,Mason Ghose,24.0,07504122664,1,11.21,2.0,2.0,1.0,5.0,2.0,0.0,3.0,3.0,11746.1,1.0,1.0,1.0,9891.0,0.0,1.0,0.0,3.0,2.0,0.0,5.0,0.0,4,68848.2,5.0,49.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
483685716175,Kashvi Aggarwal,34.0,4557314926,0,4.59,1.0,4.0,1.0,5.0,3.0,1.0,2.0,3.0,15152.7,2.0,0.0,2.0,11483.0,0.0,0.0,1.0,1.0,2.0,0.0,7.0,0.0,3,21201.0,1.0,26.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
987170229216,Peter Dhillon,44.0,4776038280,0,11.04,1.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,12193.6,1.0,0.0,0.0,23034.0,0.0,1.0,0.0,1.0,0.0,1.0,16.0,0.0,3,77483.0,2.0,16.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
334666290856,Ekaraj Bhat,46.0,+912458864179,0,4.68,1.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,10215.8,1.0,1.0,2.0,11648.0,0.0,1.0,1.0,1.0,4.0,1.0,25.0,0.0,2,69739.5,3.0,6.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
800128190634,Lopa Sridhar,25.0,3393383387,0,17.42,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,6900.6,1.0,1.0,1.0,12981.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,4,16977.2,0.0,2.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
856778336287,Yauvani Kade,18.0,6898258173,0,12.26,2.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,12184.9,0.0,1.0,0.0,12883.0,1.0,0.0,1.0,1.0,2.0,1.0,8.0,0.0,4,33254.1,0.0,35.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
380382451716,Harsh Radhakrishnan,44.0,02235079937,0,10.61,2.0,2.0,2.0,4.0,4.0,0.0,4.0,3.0,18320.8,0.0,1.0,0.0,15545.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,0.0,3,52117.0,3.0,32.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
176408307900,Viraj Parsa,33.0,+911998068496,0,9.02,1.0,1.0,2.0,2.0,4.0,0.0,3.0,3.0,9196.349999999999,0.0,1.0,0.0,14659.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,0.0,4,55181.7,4.0,21.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
427739387542,Ronith Joshi,30.0,02995086722,0,5.42,2.0,2.0,2.0,1.0,3.0,3.0,5.0,2.0,4192.0,0.0,2.0,1.0,3909.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,3,23264.7,1.0,35.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
703471636817,Radha Goyal,19.0,1076777867,0,3.67,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,8753.0,1.0,1.0,0.0,13649.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,0.0,3,16208.4,3.0,36.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
943204832295,Vasatika Borra,38.0,1905974689,0,7.72,0.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,14529.5,1.0,1.0,1.0,14723.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,3,30665.4,3.0,43.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
224580385181,Teerth Bali,49.0,03740624261,1,7.15,0.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,17811.4,2.0,0.0,0.0,11922.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,3,20475.3,3.0,32.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
468017862434,Warinder Khurana,57.0,+914877365188,0,9.89,1.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,6734.4,0.0,2.0,0.0,9389.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,0.0,4,70074.0,1.0,62.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
535257833730,Indrajit Yadav,39.0,06132940635,0,4.47,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,15187.7,0.0,0.0,0.0,11770.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,3,46910.7,2.0,26.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
725881517804,Qabil Lalla,38.0,06398572685,2,8.73,0.0,0.0,1.0,2.0,3.0,2.0,3.0,2.0,7864.2,1.0,1.0,1.0,15592.0,1.0,1.0,0.0,0.0,0.0,1.0,11.0,0.0,3,30634.9,0.0,26.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0
311207718715,Advay Shroff,23.0,+918438580099,0,10.1,2.0,0.0,2.0,5.0,2.0,3.0,5.0,2.0,14635.2,1.0,1.0,1.0,14879.0,1.0,0.0,1.0,1.0,0.0,1.0,11.0,0.0,3,10626.1,2.0,42.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
626874259465,Radha Dyal,39.0,4505149048,0,6.07,1.0,0.0,2.0,2.0,2.0,0.0,1.0,3.0,7744.9,0.0,1.0,0.0,11209.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,2,59512.8,1.0,6.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
623625933177,Udant Pai,34.0,9754345364,0,11.16,3.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,8988.6,0.0,1.0,1.0,10115.0,0.0,0.0,1.0,0.0,4.0,1.0,45.0,0.0,0,414.8,1.0,46.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
142078887182,Harish Bhat,40.0,07997722226,0,7.44,0.0,2.0,1.0,3.0,1.0,4.0,4.0,1.0,2901.9,1.0,2.0,1.0,13765.0,1.0,1.0,0.0,1.0,0.0,1.0,10.0,0.0,4,19684.7,1.0,24.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
248801943248,Kritika Chad,34.0,03300270275,0,4.36,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,8265.5,0.0,1.0,1.0,3222.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,0.0,3,28659.5,2.0,26.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
269571732082,Vamakshi Saini,29.0,7693805145,0,4.82,1.0,1.0,0.0,3.0,4.0,1.0,0.0,3.0,2279.7,0.0,1.0,1.0,13426.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,4,36315.1,1.0,31.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
605204979213,Krishna Anne,24.0,+916812075000,0,5.85,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,9884.8,0.0,1.0,0.0,9241.0,1.0,1.0,0.0,2.0,1.0,0.0,6.0,0.0,2,35819.8,3.0,16.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
608245425935,Faris Pall,32.0,08593922445,0,4.3,0.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,9213.4,1.0,0.0,0.0,11920.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,4,22622.3,1.0,35.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
996720404830,Rajata Nigam,24.0,+913221489441,0,8.73,0.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,10351.7,1.0,1.0,1.0,8718.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,4,59315.4,3.0,22.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
163318918927,Kashvi Chada,27.0,06993303815,1,14.59,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,12751.1,0.0,1.0,1.0,7873.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,3,35265.8,3.0,8.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
674817402205,Eta Barman,61.0,00569510636,0,13.09,1.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,7622.1,0.0,0.0,1.0,8239.0,0.0,0.0,0.0,0.0,2.0,1.0,21.0,0.0,0,60100.5,5.0,53.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
719760962237,Devansh Dey,36.0,7408117306,0,6.34,0.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,2763.3,1.0,1.0,1.0,3326.0,0.0,1.0,1.0,1.0,1.0,0.0,12.0,0.0,2,30218.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
846143039524,Maanav Biswas,38.0,05287899996,0,12.46,2.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,7157.1,1.0,2.0,0.0,8768.0,0.0,1.0,1.0,2.0,2.0,1.0,4.0,0.0,4,32582.4,2.0,35.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
711240430411,Yashasvi Keer,51.0,+912840521850,2,14.78,1.0,1.0,1.0,3.0,2.0,0.0,2.0,2.0,14109.3,1.0,1.0,1.0,10303.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,4,51317.1,3.0,52.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
119481479785,Leela Ben,64.0,3191260485,0,6.02,1.0,2.0,0.0,2.0,4.0,3.0,2.0,2.0,10322.1,1.0,2.0,0.0,8492.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,4,22667.4,4.0,28.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
732254673022,Eshana Lall,40.0,8184409386,0,13.3,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,6137.3,2.0,0.0,1.0,13412.0,0.0,1.0,0.0,1.0,0.0,1.0,20.0,0.0,3,41536.2,1.0,8.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
463721424171,Darika Sharaf,48.0,+919270548748,0,19.22,1.0,1.0,1.0,4.0,3.0,2.0,1.0,0.0,16445.8,0.0,2.0,0.0,12178.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,3,50023.1,2.0,40.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
975692418614,Balhaar Nayar,32.0,06230056094,1,11.4,1.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,4813.1,0.0,0.0,0.0,13229.0,1.0,1.0,2.0,1.0,1.0,0.0,7.0,0.0,3,44080.9,5.0,25.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
170238158040,Mahika Chokshi,31.0,00123506656,0,7.03,4.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,7267.9,1.0,1.0,0.0,19368.0,0.0,0.0,1.0,2.0,1.0,1.0,16.0,0.0,3,16337.5,1.0,37.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
267373214626,Christopher Parsa,34.0,+915908557657,0,9.2,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,386.1,0.0,1.0,1.0,10807.0,1.0,0.0,2.0,1.0,1.0,1.0,26.0,0.0,4,35150.2,1.0,37.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
469501075191,Vamakshi Kothari,42.0,1947437299,1,6.76,0.0,2.0,1.0,4.0,4.0,1.0,2.0,3.0,461.8,1.0,1.0,2.0,8357.0,0.0,0.0,1.0,1.0,3.0,0.0,4.0,0.0,4,22048.9,4.0,19.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
516541470855,Rayaan Nanda,43.0,+911960910276,0,18.63,1.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,9058.9,1.0,1.0,2.0,5800.0,0.0,0.0,1.0,1.0,1.0,1.0,20.0,0.0,3,72626.1,0.0,22.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
686806395850,Widisha Bobal,32.0,02432111902,0,2.61,1.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,7349.1,1.0,0.0,1.0,9510.0,1.0,0.0,1.0,1.0,1.0,1.0,11.0,0.0,4,11809.6,4.0,36.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
284006731697,Omaja Deol,25.0,+917738133098,0,13.03,1.0,2.0,1.0,1.0,5.0,1.0,3.0,2.0,15255.6,1.0,2.0,1.0,7730.0,0.0,1.0,1.0,2.0,1.0,1.0,13.0,0.0,4,26920.4,2.0,35.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
768172278344,Guneet Lall,41.0,02378034633,0,2.77,2.0,0.0,2.0,1.0,4.0,1.0,3.0,3.0,19804.8,1.0,2.0,1.0,4627.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,4,51855.0,4.0,26.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
303536637318,Yutika Savant,25.0,02565686680,0,1.91,1.0,1.0,2.0,4.0,4.0,1.0,3.0,2.0,8645.7,1.0,1.0,0.0,9830.0,1.0,0.0,0.0,1.0,2.0,2.0,15.0,0.0,3,32395.7,1.0,11.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
