name,city,tier,is_pet_owner,pet_type,monthly_pet_expense,vet_visits_last_year,pet_medical_expense,annual_pet_spend,has_pet_insurance
Kayla Burke,Delhi,Tier 1,1,Cat,2822.27,1,812.05,34679.29,0
Jean Murillo,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
William Hughes,Bangalore,Tier 1,1,Cat,1763.44,2,1631.28,22792.56,0
Brad Lee,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Samantha Morrow,Bangalore,Tier 1,1,Dog,3455.77,1,1334.21,42803.45,1
Tony Brooks,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Matthew Miller,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Angel Rojas,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Jason Thompson,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Christina Aguilar,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Jason Thomas,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Connie Ramirez,Pune,Tier 2,1,Cat,864.12,1,2202.97,12572.41,1
Jon Ramos,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Christopher Klein,Chennai,Tier 1,1,Dog,2860.44,0,0.0,34325.28,0
Charles Powell,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Megan Carlson,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Justin Davis,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Molly Mckenzie,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Tammy Hendrix,Ahmedabad,Tier 2,1,Dog,1008.24,2,5282.3,17381.18,0
Tara Jones,Jaipur,Tier 2,1,Dog,1723.87,2,5862.84,26549.28,0
Alison Zuniga,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Deborah Waller,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Jesse Davis,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Timothy Howard,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Christina Moon,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
John Ho,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Daniel Ferrell,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Megan Miller,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
James Robinson,Ahmedabad,Tier 2,1,Dog,804.62,2,2215.42,11870.86,1
Roger Petty,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
John Payne,Mumbai,Tier 1,1,Rabbit,1728.82,1,1400.34,22146.18,1
Jamie Lee,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Steven Gardner,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Kevin Barber,Hyderabad,Tier 1,1,Cat,2590.37,0,0.0,31084.44,0
Kenneth Williams,Bangalore,Tier 1,1,Rabbit,2939.5,3,4559.5,39833.5,1
Elizabeth Williams,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Jessica Mitchell,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Jesse Fleming,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Jennifer Ferguson,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Susan Figueroa,Hyderabad,Tier 1,1,Dog,1993.59,0,0.0,23923.08,0
Mr. Thomas Jones PhD,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Sherry Shannon,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Samantha Garcia,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Joseph Beltran,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Joshua Navarro,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Nicholas Obrien II,Ahmedabad,Tier 2,1,Cat,1481.84,1,1583.16,19365.24,1
Ronald Baxter,Indore,Tier 2,1,Dog,852.69,0,0.0,10232.28,0
Sherri Charles,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Michael Flores,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Darryl Christensen,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Allison Floyd,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Michelle Patterson,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Wendy Chavez,Lucknow,Tier 2,1,Dog,1261.97,1,1384.66,16528.3,1
Jennifer Hurley,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Jared Chan,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Ricky Diaz,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Joshua Miller,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Catherine Soto,Mumbai,Tier 1,1,Dog,2042.13,0,0.0,24505.56,1
Christopher Gay,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Mary Smith,Patna,Tier 3,1,Cat,678.83,2,1666.33,9812.29,0
William Giles,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Jennifer Hernandez,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Matthew Giles,Indore,Tier 2,1,Dog,1237.25,0,0.0,14847.0,0
Kenneth Murphy,Guwahati,Tier 3,1,Dog,877.68,2,5602.09,16134.25,0
Jesus Wheeler,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Kevin Barton,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Jeffrey Lynch,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Joshua Smith,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Steven Johnson,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Andrew Jacobs,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Mary Daniels,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Linda Holt,Delhi,Tier 1,1,Dog,2653.22,1,2222.04,34060.68,1
Dorothy Anderson,Chennai,Tier 1,1,Cat,2621.99,0,0.0,31463.88,0
Gail Moss,Mumbai,Tier 1,1,Dog,3033.51,1,1504.01,37906.13,0
Lori Holland,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Jesse Gardner,Pune,Tier 2,1,Cat,1447.51,3,8211.35,25581.47,0
Robert Durham,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Jessica Kelly,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Steven Morales,Hyderabad,Tier 1,1,Dog,1596.13,0,0.0,19153.56,0
Craig Hammond,Ranchi,Tier 3,1,Cat,609.54,0,0.0,7314.48,0
Allison Gilbert,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Richard Stuart,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Mark Mcpherson,Ahmedabad,Tier 2,1,Cat,847.7,0,0.0,10172.4,0
Joseph Cruz Jr.,Pune,Tier 2,1,Bird,1450.9,1,2609.46,20020.26,0
Suzanne Wagner,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Brittany Flowers,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Kenneth Snyder,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Rachel Patel,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
April Schneider,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Rebecca Wood,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Sonya Alvarado,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Nicole Price,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Evelyn Bryant,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Michael Jackson,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Casey Francis,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Debra White,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Julia Long,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Ronald Carr,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
David Lynn,Mumbai,Tier 1,1,Cat,2769.08,1,2678.06,35907.02,0
Nancy Bradford,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Sandra Walker,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Kimberly Valenzuela,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Ashley Sullivan,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Michael Moon,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Philip Bowen,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Cassandra Landry,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Wayne Jackson,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Connie Neal,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Lawrence Parks,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Scott Ayers,Bangalore,Tier 1,1,Cat,1546.45,1,1073.77,19631.17,0
Michael Wood,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Matthew Stone,Kanpur,Tier 3,1,Cat,789.84,1,2296.45,11774.53,0
Tiffany Hansen,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Frank Freeman,Delhi,Tier 1,1,Dog,2298.56,1,1593.37,29176.09,0
Samantha Walker,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Mark Wilson,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Kayla Ray,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Ashley Olson,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Mr. Joseph Bush,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Debra Johnson,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Christine Parker,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Jesse Murphy,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Brian Daniel,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Stephen Roth,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Ryan Warren,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Jeffery York,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Tyler Baker,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Melissa Schneider,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Trevor Sparks,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Hector Bryant,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Theresa Martinez,Mumbai,Tier 1,1,Dog,3461.13,1,2607.68,44141.24,0
Kaitlyn Brown,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Bonnie Woods,Lucknow,Tier 2,1,Dog,1910.51,1,2551.07,25477.19,0
Carlos Kirk,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Selena Bailey,Indore,Tier 2,1,Cat,866.12,1,1423.18,11816.62,0
Chad Rivera,Hyderabad,Tier 1,1,Dog,1697.84,0,0.0,20374.08,1
Rhonda Patterson,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Frederick Mejia,Ahmedabad,Tier 2,1,Dog,921.99,2,4933.4,15997.28,0
Rebecca Cole,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Edwin Jackson,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
George Rogers DDS,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Kimberly Morgan,Bangalore,Tier 1,1,Rabbit,2552.85,1,2497.28,33131.48,0
Tracey Hogan,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Micheal Austin,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Carl Rubio,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Tracy Burnett,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Gary Taylor,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Sonya Williams,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Jacqueline Hall,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Crystal Mullen,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Shawn Ware,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Rebecca Oneill,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Aaron Morgan,Indore,Tier 2,1,Cat,1372.86,3,3028.39,19502.71,1
Damon Schultz,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Catherine Garcia,Chennai,Tier 1,1,Bird,2849.65,1,1596.12,35791.92,1
Samuel Warren,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Kevin Carney,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Jonathan Jefferson DVM,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Jerry Walsh,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Travis Day,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Aaron Diaz,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Nancy Jackson,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Daniel Benjamin,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Renee Thompson,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Rose Mclaughlin,Kanpur,Tier 3,1,Cat,901.72,1,2628.32,13448.96,0
Arthur Gonzalez,Ahmedabad,Tier 2,1,Dog,1092.55,1,2940.47,16051.07,0
Ryan Smith,Bhopal,Tier 3,1,Dog,848.28,0,0.0,10179.36,1
Brandon Bennett,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Brandon Sanchez,Ahmedabad,Tier 2,1,Dog,1358.45,0,0.0,16301.4,1
Christopher Robbins,Ahmedabad,Tier 2,1,Dog,1635.91,1,975.33,20606.25,0
Alexander Martin,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Joseph Miller,Ahmedabad,Tier 2,1,Dog,1403.89,1,872.53,17719.21,0
Richard Yoder,Hyderabad,Tier 1,1,Cat,2362.46,1,1409.97,29759.49,1
Frank Francis,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Mark Webb,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Scott Mcmahon,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Luke Dixon,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Mckenzie Chavez,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Kristen Blair,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Joshua White,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Bryan Harrison,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Michael Gonzalez,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Monica Frost,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Tracy Frye,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Erika Thompson,Patna,Tier 3,1,Dog,941.71,3,5047.85,16348.37,1
Latasha Mendez,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Sierra Moses,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Rebecca Sandoval,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Margaret Young,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Cynthia Jackson,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Michaela Sanchez,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Stephanie Harris,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Elizabeth Butler,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Matthew Mclaughlin PhD,Bangalore,Tier 1,1,Rabbit,2602.08,0,0.0,31224.96,0
Robert Roberts,Pune,Tier 2,1,Cat,1738.81,2,3048.41,23914.13,0
Laura Green,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Robert Hampton,Ahmedabad,Tier 2,1,Bird,913.33,1,1863.27,12823.23,0
Molly White,Ranchi,Tier 3,1,Rabbit,1137.34,2,3670.99,17319.07,1
Roger Valencia,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Cody Thompson,Lucknow,Tier 2,1,Dog,1846.55,1,1278.95,23437.55,0
Anthony Wright,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Julie Rose,Bangalore,Tier 1,1,Dog,2428.0,2,2493.98,31629.98,0
Mr. John Woodard MD,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Kristin Herman,Mumbai,Tier 1,1,Dog,2636.92,0,0.0,31643.04,1
Chase Burnett,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Annette Mcguire,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Richard Roy,Bangalore,Tier 1,1,Rabbit,1986.54,2,3042.05,26880.53,1
Carrie Ware,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Julian Obrien,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Stacey Stone,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Laura Bailey,Lucknow,Tier 2,1,Dog,1470.8,1,1660.4,19310.0,0
Patrick Bush,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Jose Lopez,Indore,Tier 2,1,Rabbit,1668.22,0,0.0,20018.64,0
Jennifer Brown,Bangalore,Tier 1,1,Dog,3061.64,2,2355.37,39095.05,1
Nicole Bright,Mumbai,Tier 1,1,Dog,1976.22,2,4377.74,28092.38,1
Christina Ramirez,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Thomas Brewer,Bangalore,Tier 1,1,Dog,2177.92,1,947.99,27083.03,0
Sarah Berry,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Austin Conley,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Daniel Luna,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Sharon Johnson,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Kenneth Maxwell,Mumbai,Tier 1,1,Cat,2377.09,3,6479.83,35004.91,1
Laurie Bailey,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Eric Woods,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Nancy Lee,Chennai,Tier 1,1,Dog,2910.0,0,0.0,34920.0,1
Christina Smith,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
John Clark,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Anna Ponce,Kanpur,Tier 3,1,Dog,832.67,2,5128.49,15120.53,1
Anthony Hernandez,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Daniel Wilson,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Melody Stevens,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Matthew Brown,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Nichole Davis,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
James Anderson,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Bryan Griffith,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Nathan Stanley,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Olivia Randolph,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Marcus Blair,Chennai,Tier 1,1,Cat,2492.97,0,0.0,29915.64,0
Kenneth Reynolds,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Joshua Guerrero,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Shawn Shepherd,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Ashley Duran,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Brian Mitchell,Hyderabad,Tier 1,1,Dog,3431.87,1,1487.19,42669.63,1
Melanie Garrett,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
George Smith,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Vicki Hernandez,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Carl Larsen,Bangalore,Tier 1,1,Dog,2542.67,1,2552.6,33064.64,0
Mercedes Richardson,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Mikayla Franco,Patna,Tier 3,1,Cat,769.56,2,2332.95,11567.67,1
Patrick Rios,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Cindy Estrada,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Bethany Neal,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Alan Davis DVM,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Donald Coleman,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Gabriel Richardson,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Thomas Lewis,Jaipur,Tier 2,1,Dog,1000.16,0,0.0,12001.92,1
Todd Beasley,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Allison Branch,Pune,Tier 2,1,Rabbit,1855.14,1,1074.44,23336.12,1
Jenny Cox,Indore,Tier 2,1,Dog,831.17,1,2216.11,12190.15,1
David Simpson,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Kyle Brown,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Tracey Reynolds,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Alison Perez,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Douglas Santos,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Grace Green,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Samantha Cohen,Pune,Tier 2,1,Dog,1719.54,1,2517.81,23152.29,1
Courtney Page,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
David Martinez,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Susan Sullivan,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Thomas Bowman MD,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Elizabeth Brown,Ahmedabad,Tier 2,1,Dog,1704.66,0,0.0,20455.92,0
Michael Bolton,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Jeffery Thompson,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
John Rodriguez,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Danielle Hamilton,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Justin Hammond,Pune,Tier 2,1,Dog,1425.78,3,8890.35,25999.71,0
Kayla Williams,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Thomas Sparks,Bangalore,Tier 1,1,Rabbit,2395.56,1,892.61,29639.33,0
Ashlee Ross,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Ann Martin,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Kimberly Black,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Meagan West,Mumbai,Tier 1,1,Cat,2380.72,1,1880.56,30449.2,1
Andre Cortez,Jaipur,Tier 2,1,Dog,1090.81,0,0.0,13089.72,1
Michele Ford,Hyderabad,Tier 1,1,Dog,1673.78,1,1060.21,21145.57,0
Andrew Chavez,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Joel Perez,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Anthony Berg,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Joseph Hill,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Robert Thompson,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Allison Cunningham,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Joseph Rice,Jaipur,Tier 2,1,Dog,1972.72,1,1349.64,25022.28,1
Jeffery Jordan,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Allen Martinez,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Cristian Lambert,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Christina Powell,Delhi,Tier 1,1,Dog,3300.21,3,4353.3,43955.82,1
Tamara Gonzales,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Jeffrey Long,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Angela Richards,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Sandra Lyons,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Andrew Whitney,Indore,Tier 2,1,Cat,1824.17,3,6573.09,28463.13,1
Jeffery Collins,Bangalore,Tier 1,1,Dog,3077.09,1,2636.24,39561.32,1
Kevin Fischer,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Amber Chapman,Hyderabad,Tier 1,1,Rabbit,1680.22,1,1848.03,22010.67,0
Becky King,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Matthew Richards,Patna,Tier 3,1,Dog,574.67,2,3198.47,10094.51,0
Teresa Jones,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Nicole Hodge,Delhi,Tier 1,1,Dog,2876.34,1,1415.03,35931.11,0
Debra Smith,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Zachary Jones,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Amanda Bishop,Lucknow,Tier 2,1,Cat,1498.16,1,2133.5,20111.42,0
Rhonda Evans,Bangalore,Tier 1,1,Dog,3141.94,1,2017.59,39720.87,1
Samantha Noble,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Larry Fritz,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Maria Gonzalez,Hyderabad,Tier 1,1,Bird,2274.15,0,0.0,27289.8,0
Melinda Cervantes,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Justin Carter,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
James Garcia,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Dustin Williams,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Derek Hall,Chennai,Tier 1,1,Dog,3387.1,1,1772.93,42418.13,0
Frank White,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Tracy Santiago,Bhopal,Tier 3,1,Cat,983.59,1,2171.47,13974.55,0
Lauren Barr,Jaipur,Tier 2,1,Dog,1391.65,3,8588.77,25288.57,0
Jill Smith DDS,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Carmen Jordan,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Mary Johnson DDS,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Sally Fernandez,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Brandon Brown,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Maurice Johnson,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Lori Davis,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Taylor Acevedo,Jaipur,Tier 2,1,Bird,1354.07,1,865.57,17114.41,0
Cynthia Cohen,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Laura Larson,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Penny West,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Brian Daugherty,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Monica Medina,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Tracey Reilly,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Robin York,Lucknow,Tier 2,1,Dog,1772.84,0,0.0,21274.08,0
Tanya Shannon,Chennai,Tier 1,1,Cat,3126.61,1,1107.2,38626.52,0
Charles Chang,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Spencer Kelly,Chennai,Tier 1,1,Rabbit,1535.55,1,2994.68,21421.28,0
Tammy Duncan,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Jonathon Kim,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
